voltage_trace: voltage_traces/voltage_trace8.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2350;1029;3 ms;9;19800;0;19;1957;16469;1148;218;19792;1294;1084;17766;660;1148;218;19792;142;118;17881;545;1148;218;19792;88;64;18084;342;1148;218;19792;88;64;
2350;1045;3 ms;9;19800;0;20;2002;16438;1134;218;19792;1230;1020;17780;660;1134;218;19792;192;168;17880;560;1134;218;19792;122;98;18080;360;1134;218;19792;88;64;
2350;1071;3 ms;9;19800;0;20;1994;16564;1016;218;19792;1166;956;17898;660;1016;218;19792;84;60;17998;560;1016;218;19792;84;60;18198;360;1016;218;19792;84;60;
2350;1108;3 ms;9;19800;0;21;2091;16451;1032;218;19792;1158;948;17849;693;1032;218;19792;134;110;17954;588;1032;218;19792;80;56;18164;378;1032;218;19792;80;56;
2350;1156;3 ms;9;19800;0;21;2076;16584;918;214;19792;1022;816;17978;682;918;214;19792;232;156;18072;588;918;214;19792;110;86;18282;378;918;214;19792;76;52;
2350;1214;3 ms;9;19800;0;21;2060;16627;891;214;19792;1018;812;18015;672;891;214;19792;178;102;18099;588;891;214;19792;72;48;18309;378;891;214;19792;72;48;
2350;1283;3 ms;9;19800;0;20;2060;16654;860;218;19792;1022;812;18021;693;860;218;19792;126;102;18126;588;860;218;19792;72;48;18349;365;860;218;19792;72;48;
2350;1362;3 ms;9;19800;0;22;2176;16568;830;218;19792;962;752;18018;726;830;218;19792;72;48;18128;616;830;218;19792;102;78;18348;396;830;218;19792;96;72;
2350;1452;3 ms;9;19800;0;22;2176;16716;682;218;19792;818;608;18166;726;682;218;19792;118;94;18276;616;682;218;19792;94;70;18496;396;682;218;19792;64;40;
2350;1552;3 ms;9;19800;0;21;2081;16777;716;218;19792;886;676;18165;693;716;218;19792;118;94;18270;588;716;218;19792;64;40;18480;378;716;218;19792;64;40;
2350;1663;3 ms;9;19800;0;22;2172;16696;706;218;19792;826;616;18142;726;706;218;19792;114;90;18252;616;706;218;19792;98;74;18472;396;706;218;19792;64;40;
2350;1785;3 ms;9;19800;0;20;1988;16938;648;218;19792;822;612;18266;660;648;218;19792;60;36;18366;560;648;218;19792;60;36;18566;360;648;218;19792;60;36;
2350;1917;3 ms;9;19800;0;21;2079;16821;674;218;19792;750;540;18207;693;674;218;19792;110;86;18312;588;674;218;19792;56;32;18522;378;674;218;19792;56;32;
2350;2060;3 ms;9;19800;0;2;17770;1879;104;39;19792;52;28;19583;66;104;39;19792;52;28;19593;56;104;39;19792;52;28;19613;36;104;39;19792;52;28;
2350;2213;3 ms;9;19800;0;2;17768;1929;56;39;19792;52;28;19631;66;56;39;19792;52;28;19641;56;56;39;19792;52;28;19661;36;56;39;19792;52;28;
2350;2377;3 ms;9;19800;0;2;17784;1929;40;39;19792;44;20;19647;66;40;39;19792;44;20;19657;56;40;39;19792;44;20;19677;36;40;39;19792;44;20;
2350;2551;3 ms;9;19800;0;2;17784;1929;40;39;19792;44;20;19647;66;40;39;19792;44;20;19657;56;40;39;19792;44;20;19677;36;40;39;19792;44;20;
2350;2736;3 ms;9;19800;0;2;17784;1929;40;39;19792;44;20;19647;66;40;39;19792;44;20;19657;56;40;39;19792;44;20;19677;36;40;39;19792;44;20;
2350;2932;3 ms;9;19800;0;2;17784;1929;40;39;19792;44;20;19647;66;40;39;19792;44;20;19657;56;40;39;19792;44;20;19677;36;40;39;19792;44;20;
2350;3138;3 ms;9;19800;0;2;17800;1929;24;39;19792;36;12;19663;66;24;39;19792;36;12;19673;56;24;39;19792;36;12;19693;36;24;39;19792;36;12;
Fixed time simulation end ########################################

