voltage_trace: voltage_traces/voltage_trace1.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2800;4604;3 ms;8;21260;0;22;3008;17942;216;87;21253;278;204;20224;726;216;87;21253;24;12;20334;616;216;87;21253;24;12;20554;396;216;87;21253;24;12;
2800;4937;3 ms;8;21260;0;22;3008;17942;216;87;21253;278;204;20224;726;216;87;21253;24;12;20334;616;216;87;21253;24;12;20554;396;216;87;21253;24;12;
2800;5285;3 ms;8;21260;0;22;3008;17682;476;87;21253;210;136;19964;726;476;87;21253;20;8;20074;616;476;87;21253;20;8;20294;396;476;87;21253;20;8;
2800;5647;3 ms;8;21260;0;22;3006;18016;144;87;21253;210;136;20296;726;144;87;21253;20;8;20406;616;144;87;21253;20;8;20626;396;144;87;21253;20;8;
2800;6024;3 ms;8;21260;0;23;3097;17925;144;87;21253;210;136;20263;759;144;87;21253;20;8;20378;644;144;87;21253;20;8;20608;414;144;87;21253;20;8;
2800;6416;3 ms;8;21260;0;22;3006;18016;144;87;21253;210;136;20296;726;144;87;21253;20;8;20406;616;144;87;21253;20;8;20626;396;144;87;21253;20;8;
2800;6823;3 ms;8;21260;0;23;3097;17925;144;87;21253;210;136;20263;759;144;87;21253;20;8;20378;644;144;87;21253;20;8;20608;414;144;87;21253;20;8;
2800;7245;3 ms;8;21260;0;22;3006;18016;144;87;21253;210;136;20296;726;144;87;21253;20;8;20406;616;144;87;21253;20;8;20626;396;144;87;21253;20;8;
2800;7681;3 ms;8;21260;0;23;3097;17925;144;87;21253;210;136;20263;759;144;87;21253;20;8;20378;644;144;87;21253;20;8;20608;414;144;87;21253;20;8;
2800;8133;3 ms;8;21260;0;22;3006;18016;144;87;21253;210;136;20296;726;144;87;21253;20;8;20406;616;144;87;21253;20;8;20626;396;144;87;21253;20;8;
2800;8599;3 ms;8;21260;0;23;3097;17943;126;87;21253;142;68;20281;759;126;87;21253;16;4;20396;644;126;87;21253;16;4;20626;414;126;87;21253;16;4;
2800;9079;3 ms;8;21260;0;22;3006;17984;176;87;21253;142;68;20264;726;176;87;21253;16;4;20374;616;176;87;21253;16;4;20594;396;176;87;21253;16;4;
2800;9575;3 ms;8;21260;0;23;3086;18012;68;87;21253;134;64;20348;750;68;87;21253;122;58;20454;644;68;87;21253;16;4;20684;414;68;87;21253;16;4;
2800;10086;3 ms;8;21260;0;22;3052;18042;72;87;21253;142;68;20335;759;72;87;21253;16;4;20463;631;72;87;21253;16;4;20698;396;72;87;21253;16;4;
2800;10611;3 ms;8;21260;0;12;11351;9520;366;16;21253;12;0;20475;396;366;16;21253;12;0;20535;336;366;16;21253;12;0;20655;216;366;16;21253;12;0;
2800;11151;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;11706;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;12275;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;12860;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;13459;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
Fixed time simulation end ########################################

