voltage_trace: voltage_traces/voltage_trace1.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2800;31324;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;32278;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;33247;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;34231;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;35230;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;36243;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;37272;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;38315;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;39373;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;40445;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;41533;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;42635;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;43752;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;44884;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;46030;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;47192;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;48368;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;49559;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;50765;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
2800;51986;3 ms;8;21260;0;12;11349;9888;0;16;21253;12;0;20841;396;0;16;21253;12;0;20901;336;0;16;21253;12;0;21021;216;0;16;21253;12;0;
Fixed time simulation end ########################################

