voltage_trace: voltage_traces/voltage_trace3.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2500;7932;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8023;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8122;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8230;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8347;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8473;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8607;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8750;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;8901;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
2500;9061;3 ms;191;65507;4585;45;12414;50700;0;2202;65316;198;0;61567;1547;0;2202;65316;198;0;61854;1260;0;2202;65316;198;0;62304;810;0;2202;65316;198;0;
Fixed time simulation end ########################################

