voltage_trace: voltage_traces/voltage_trace2.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2650;1031;3 ms;97;48271;0;42;9904;33986;2962;1322;48174;2590;1836;42471;1419;2962;1322;48174;238;166;42686;1204;2962;1322;48174;214;142;43116;774;2962;1322;48174;208;136;
2650;1053;3 ms;97;48271;0;43;9923;33242;3687;1322;48174;2590;1836;41730;1435;3687;1322;48174;180;108;41961;1204;3687;1322;48174;180;108;42391;774;3687;1322;48174;180;108;
2650;1090;3 ms;97;48271;0;43;10077;33514;3261;1322;48174;2458;1704;42073;1518;3261;1322;48174;284;212;42322;1269;3261;1322;48174;244;172;42811;780;3261;1322;48174;204;132;
2650;1142;3 ms;97;48271;0;45;10065;33802;2993;1314;48174;2306;1560;42402;1465;2993;1314;48174;430;254;42607;1260;2993;1314;48174;202;130;43057;810;2993;1314;48174;168;96;
2650;1208;3 ms;97;48271;0;42;9954;34463;2435;1322;48174;2310;1556;42965;1452;2435;1322;48174;272;200;43185;1232;2435;1322;48174;164;92;43642;775;2435;1322;48174;164;92;
2650;1290;3 ms;97;48271;0;43;9852;33814;3242;1266;48174;1810;1304;42298;1368;3242;1266;48174;452;188;42455;1211;3242;1266;48174;356;156;42892;774;3242;1266;48174;160;88;
2650;1386;3 ms;97;48271;0;45;10075;34509;2268;1322;48174;1982;1228;43099;1485;2268;1322;48174;198;126;43324;1260;2268;1322;48174;182;110;43774;810;2268;1322;48174;148;76;
2650;1497;3 ms;97;48271;0;42;9800;34868;2184;1322;48174;1982;1228;43282;1386;2184;1322;48174;198;126;43492;1176;2184;1322;48174;182;110;43912;756;2184;1322;48174;148;76;
2650;1623;3 ms;97;48271;0;1;44672;1533;1672;297;48174;128;56;46172;33;1672;297;48174;128;56;46177;28;1672;297;48174;128;56;46187;18;1672;297;48174;128;56;
2650;1763;3 ms;97;48271;0;2;44933;1582;1362;297;48174;128;56;46449;66;1362;297;48174;128;56;46459;56;1362;297;48174;128;56;46479;36;1362;297;48174;128;56;
2650;1919;3 ms;97;48271;0;2;45287;1738;852;297;48174;128;56;46959;66;852;297;48174;128;56;46969;56;852;297;48174;128;56;46989;36;852;297;48174;128;56;
2650;2089;3 ms;97;48271;0;2;45687;1774;416;297;48174;124;52;47395;66;416;297;48174;124;52;47405;56;416;297;48174;124;52;47425;36;416;297;48174;124;52;
2650;2274;3 ms;97;48271;0;2;44791;1774;1312;297;48174;120;48;46499;66;1312;297;48174;120;48;46509;56;1312;297;48174;120;48;46529;36;1312;297;48174;120;48;
2650;2473;3 ms;97;48271;0;2;45219;1774;884;297;48174;108;36;46927;66;884;297;48174;108;36;46937;56;884;297;48174;108;36;46957;36;884;297;48174;108;36;
2650;2688;3 ms;97;48271;0;2;46028;1774;75;297;48174;108;36;47736;66;75;297;48174;108;36;47746;56;75;297;48174;108;36;47766;36;75;297;48174;108;36;
2650;2917;3 ms;97;48271;0;2;45979;1774;124;297;48174;100;28;47687;66;124;297;48174;100;28;47697;56;124;297;48174;100;28;47717;36;124;297;48174;100;28;
2650;3161;3 ms;97;48271;0;2;45419;1774;684;297;48174;96;24;47127;66;684;297;48174;96;24;47137;56;684;297;48174;96;24;47157;36;684;297;48174;96;24;
2650;3420;3 ms;97;48271;0;2;44672;1774;1431;297;48174;96;24;46380;66;1431;297;48174;96;24;46390;56;1431;297;48174;96;24;46410;36;1431;297;48174;96;24;
2650;3694;3 ms;97;48271;0;2;45494;1774;609;297;48174;96;24;47202;66;609;297;48174;96;24;47212;56;609;297;48174;96;24;47232;36;609;297;48174;96;24;
2650;3983;3 ms;97;48271;0;2;46055;1774;48;297;48174;96;24;47763;66;48;297;48174;96;24;47773;56;48;297;48174;96;24;47793;36;48;297;48174;96;24;
Fixed time simulation end ########################################

