voltage_trace: voltage_traces/voltage_trace2.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2650;14702;3 ms;97;48271;0;2;46095;1774;8;297;48174;76;4;47803;66;8;297;48174;76;4;47813;56;8;297;48174;76;4;47833;36;8;297;48174;76;4;
2650;15345;3 ms;97;48271;0;2;46095;1774;8;297;48174;76;4;47803;66;8;297;48174;76;4;47813;56;8;297;48174;76;4;47833;36;8;297;48174;76;4;
2650;16004;3 ms;97;48271;0;2;46095;1774;8;297;48174;76;4;47803;66;8;297;48174;76;4;47813;56;8;297;48174;76;4;47833;36;8;297;48174;76;4;
2650;16677;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;17365;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;18068;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;18785;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;19518;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;20265;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;21027;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;21803;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;22595;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;23401;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;24222;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;25058;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;25909;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;26775;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;27655;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;28550;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
2650;29460;3 ms;97;48271;0;2;46103;1774;0;297;48174;72;0;47811;66;0;297;48174;72;0;47821;56;0;297;48174;72;0;47841;36;0;297;48174;72;0;
Fixed time simulation end ########################################

