NVREG2


3443;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3462;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3481;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3500;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3519;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3538;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3557;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3576;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3595;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3614;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3633;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3652;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3671;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3690;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3709;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3728;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3747;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3766;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3785;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3804;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3823;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3842;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3861;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3880;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3899;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3918;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3937;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3956;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3975;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3994;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
4013;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
4032;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
4051;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;




NVREG11
3090;3 ms;191;65507;4585;0;60173;23;2512;2608;65316;781;374;60196;0;2512;2608;65316;88;22;60196;0;2512;2608;65316;88;22;60196;0;2512;2608;65316;88;22;
3130;3 ms;191;65507;4585;0;60181;7;2524;2604;65316;781;374;60188;0;2524;2604;65316;88;22;60188;0;2524;2604;65316;88;22;60188;0;2524;2604;65316;88;22;
3170;3 ms;191;65507;4585;0;60189;7;2456;2664;65316;781;374;60196;0;2456;2664;65316;88;22;60196;0;2456;2664;65316;88;22;60196;0;2456;2664;65316;88;22;
3210;3 ms;191;65507;4585;0;60202;0;0;5114;65316;66;0;60202;0;0;5114;65316;66;0;60202;0;0;5114;65316;66;0;60202;0;0;5114;65316;66;0;
3250;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3290;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;




