NVREG2


3100;3 ms;191;65507;4585;0;60185;116;4908;107;65316;550;476;60301;0;4908;107;65316;40;28;60301;0;4908;107;65316;40;28;60301;0;4908;107;65316;40;28;
3140;3 ms;191;65507;4585;0;60189;64;4956;107;65316;414;340;60253;0;4956;107;65316;32;20;60253;0;4956;107;65316;32;20;60253;0;4956;107;65316;32;20;
3180;3 ms;191;65507;4585;0;60201;28;4984;103;65316;278;204;60229;0;4984;103;65316;24;12;60229;0;4984;103;65316;24;12;60229;0;4984;103;65316;24;12;
3220;3 ms;191;65507;4585;0;60202;0;0;5114;65316;12;0;60202;0;0;5114;65316;12;0;60202;0;0;5114;65316;12;0;60202;0;0;5114;65316;12;0;
3260;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;

NVREG5

3082;3 ms;191;65507;4585;0;60169;85;4846;216;65316;695;510;60254;0;4846;216;65316;60;30;60254;0;4846;216;65316;60;30;60254;0;4846;216;65316;60;30;
3101;3 ms;191;65507;4585;0;60177;65;4862;212;65316;695;510;60242;0;4862;212;65316;60;30;60242;0;4862;212;65316;60;30;60242;0;4862;212;65316;60;30;
3120;3 ms;191;65507;4585;0;60183;41;4880;212;65316;525;340;60224;0;4880;212;65316;50;20;60224;0;4880;212;65316;50;20;60224;0;4880;212;65316;50;20;
3139;3 ms;191;65507;4585;0;60183;29;4892;212;65316;525;340;60212;0;4892;212;65316;50;20;60212;0;4892;212;65316;50;20;60212;0;4892;212;65316;50;20;
3158;3 ms;191;65507;4585;0;60189;13;2532;2582;65316;355;170;60202;0;2532;2582;65316;40;10;60202;0;2532;2582;65316;40;10;60202;0;2532;2582;65316;40;10;
3177;3 ms;191;65507;4585;0;60189;9;2536;2582;65316;355;170;60198;0;2536;2582;65316;40;10;60198;0;2536;2582;65316;40;10;60198;0;2536;2582;65316;40;10;
3196;3 ms;191;65507;4585;0;60197;1;2540;2578;65316;355;170;60198;0;2540;2578;65316;40;10;60198;0;2540;2578;65316;40;10;60198;0;2540;2578;65316;40;10;
3215;3 ms;191;65507;4585;0;60202;0;0;5114;65316;30;0;60202;0;0;5114;65316;30;0;60202;0;0;5114;65316;30;0;60202;0;0;5114;65316;30;0;
3234;3 ms;191;65507;4585;0;60202;0;0;5114;65316;30;0;60202;0;0;5114;65316;30;0;60202;0;0;5114;65316;30;0;60202;0;0;5114;65316;30;0;
3253;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3272;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3291;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3310;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3329;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3348;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3367;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3386;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3405;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
3424;3 ms;191;65507;4585;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;65316;0;0;0;65316;0;0;
