voltage_trace: voltage_traces/voltage_trace5.txt
Fixed time simulation start ######################################
hazard_threshold_val;backup_period_clks;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;
2400;1031;3 ms;12;24019;0;25;3124;19409;1258;216;24007;1306;1156;21804;729;1258;216;24007;208;126;21889;644;1258;216;24007;188;102;22115;418;1258;216;24007;170;96;
2400;1053;3 ms;12;24019;0;24;3217;19206;1296;288;24007;1502;1224;21631;792;1296;288;24007;102;72;21751;672;1296;288;24007;102;72;21991;432;1296;288;24007;102;72;
2400;1090;3 ms;12;24019;0;25;3269;19292;1172;274;24007;1240;1024;21767;794;1172;274;24007;250;172;21867;694;1172;274;24007;194;132;22111;450;1172;274;24007;122;92;
2400;1142;3 ms;12;24019;0;24;3271;19232;1216;288;24007;1426;1148;21678;825;1216;288;24007;206;176;21808;695;1216;288;24007;98;68;22071;432;1216;288;24007;98;68;
2400;1208;3 ms;12;24019;0;24;3213;19411;1095;288;24007;1294;1016;21832;792;1095;288;24007;144;114;21952;672;1095;288;24007;90;60;22192;432;1095;288;24007;90;60;
2400;1290;3 ms;12;24019;0;25;3302;19351;1066;288;24007;1234;956;21828;825;1066;288;24007;140;110;21953;700;1066;288;24007;124;94;22203;450;1066;288;24007;90;60;
2400;1386;3 ms;12;24019;0;25;3300;19454;965;288;24007;1094;816;21929;825;965;288;24007;186;156;22054;700;965;288;24007;116;86;22304;450;965;288;24007;82;52;
2400;1497;3 ms;12;24019;0;26;3343;19612;778;274;24007;900;684;22130;825;778;274;24007;172;94;22236;719;778;274;24007;140;78;22487;468;778;274;24007;74;44;
2400;1623;3 ms;12;24019;0;26;3339;19616;778;274;24007;900;684;22130;825;778;274;24007;172;94;22240;715;778;274;24007;140;78;22487;468;778;274;24007;74;44;
2400;1763;3 ms;12;24019;0;23;3164;19835;720;288;24007;958;680;22207;792;720;288;24007;70;40;22334;665;720;288;24007;70;40;22585;414;720;288;24007;70;40;
2400;1919;3 ms;12;24019;0;25;3328;19771;634;274;24007;764;548;22274;825;634;274;24007;164;86;22371;728;634;274;24007;66;36;22641;458;634;274;24007;66;36;
2400;2089;3 ms;12;24019;0;25;3288;19778;653;288;24007;750;472;22241;825;653;288;24007;112;82;22366;700;653;288;24007;58;28;22616;450;653;288;24007;58;28;
2400;2274;3 ms;12;24019;0;26;3326;19845;562;274;24007;696;480;22346;825;562;274;24007;160;82;22463;708;562;274;24007;128;66;22703;468;562;274;24007;62;32;
2400;2473;3 ms;12;24019;0;25;3286;19933;500;288;24007;750;472;22394;825;500;288;24007;112;82;22519;700;500;288;24007;58;28;22769;450;500;288;24007;58;28;
2400;2688;3 ms;12;24019;0;25;3284;20036;399;288;24007;618;340;22495;825;399;288;24007;50;20;22620;700;399;288;24007;50;20;22870;450;399;288;24007;50;20;
2400;2917;3 ms;12;24019;0;27;3334;20127;326;220;24007;430;276;22636;825;326;220;24007;50;20;22761;700;326;220;24007;136;50;22983;478;326;220;24007;118;44;
2400;3161;3 ms;12;24019;0;24;3207;20152;360;288;24007;618;340;22551;808;360;288;24007;50;20;22687;672;360;288;24007;50;20;22927;432;360;288;24007;50;20;
2400;3420;3 ms;12;24019;0;26;3377;20058;284;288;24007;546;268;22572;863;284;288;24007;46;16;22707;728;284;288;24007;46;16;22967;468;284;288;24007;46;16;
2400;3694;3 ms;12;24019;0;25;3280;20151;288;288;24007;482;204;22606;825;288;288;24007;42;12;22731;700;288;288;24007;42;12;22981;450;288;288;24007;42;12;
2400;3983;3 ms;12;24019;0;25;3278;20225;216;288;24007;482;204;22678;825;216;288;24007;42;12;22803;700;216;288;24007;42;12;23053;450;216;288;24007;42;12;
2400;4604;3 ms;12;24019;0;25;3362;20141;216;288;24007;482;204;22645;858;216;288;24007;42;12;22775;728;216;288;24007;42;12;23035;468;216;288;24007;42;12;
2400;4937;3 ms;12;24019;0;25;3278;20225;216;288;24007;482;204;22678;825;216;288;24007;42;12;22803;700;216;288;24007;42;12;23053;450;216;288;24007;42;12;
2400;5285;3 ms;12;24019;0;23;3103;20472;144;288;24007;414;136;22807;768;144;288;24007;38;8;22931;644;144;288;24007;38;8;23161;414;144;288;24007;38;8;
2400;5647;3 ms;12;24019;0;25;3310;20265;144;288;24007;414;136;22717;858;144;288;24007;38;8;22874;701;144;288;24007;38;8;23125;450;144;288;24007;38;8;
2400;6024;3 ms;12;24019;0;26;3434;20141;144;288;24007;414;136;22684;891;144;288;24007;38;8;22819;756;144;288;24007;38;8;23101;474;144;288;24007;38;8;
2400;6416;3 ms;12;24019;0;25;3276;20299;144;288;24007;414;136;22750;825;144;288;24007;38;8;22875;700;144;288;24007;38;8;23125;450;144;288;24007;38;8;
2400;6823;3 ms;12;24019;0;26;3367;20208;144;288;24007;414;136;22717;858;144;288;24007;38;8;22847;728;144;288;24007;38;8;23107;468;144;288;24007;38;8;
