NV_REG_5

3234;3 ms;17;20176;1414;6;8371;5116;6482;191;20160;695;510;13289;198;6482;191;20160;60;30;13319;168;6482;191;20160;60;30;13379;108;6482;191;20160;60;30;
3253;3 ms;17;20176;1414;6;8389;4854;6728;189;20160;865;680;13045;198;6728;189;20160;70;40;13075;168;6728;189;20160;70;40;13135;108;6728;189;20160;70;40;
3272;3 ms;17;20176;1414;6;8417;4744;6808;191;20160;865;680;12963;198;6808;191;20160;70;40;12993;168;6808;191;20160;70;40;13053;108;6808;191;20160;70;40;
3291;3 ms;17;20176;1414;5;8361;4722;6888;189;20160;855;670;12895;188;6888;189;20160;205;175;12943;140;6888;189;20160;70;40;12993;90;6888;189;20160;70;40;
3310;3 ms;17;20176;1414;5;8370;4605;6996;189;20160;865;680;12810;165;6996;189;20160;70;40;12835;140;6996;189;20160;70;40;12885;90;6996;189;20160;70;40;
3329;3 ms;17;20176;1414;5;8398;4465;7108;189;20160;865;680;12698;165;7108;189;20160;70;40;12723;140;7108;189;20160;70;40;12773;90;7108;189;20160;70;40;
3348;3 ms;17;20176;1414;5;8410;4359;7200;191;20160;865;680;12604;165;7200;191;20160;70;40;12629;140;7200;191;20160;70;40;12679;90;7200;191;20160;70;40;
3367;3 ms;17;20176;1414;5;8446;4063;7460;191;20160;865;680;12344;165;7460;191;20160;70;40;12369;140;7460;191;20160;70;40;12419;90;7460;191;20160;70;40;
3386;3 ms;17;20176;1414;4;8376;3935;7654;195;20160;845;660;12170;141;7654;195;20160;340;310;12199;112;7654;195;20160;70;40;12239;72;7654;195;20160;70;40;
3405;3 ms;17;20176;1414;4;15244;3935;964;17;20160;335;320;19031;148;964;17;20160;305;290;19067;112;964;17;20160;35;20;19107;72;964;17;20160;35;20;
3424;3 ms;17;20176;1414;4;15234;3885;1024;17;20160;185;170;18987;132;1024;17;20160;25;10;19007;112;1024;17;20160;25;10;19047;72;1024;17;20160;25;10;
3443;3 ms;17;20176;1414;4;15254;3837;1052;17;20160;185;170;18959;132;1052;17;20160;25;10;18979;112;1052;17;20160;25;10;19019;72;1052;17;20160;25;10;
